"IDX","Variable","Label","Type","Length","Categories","Theme"
"005_014","E014","Future changes: Less emphasis on money and material possessions",NA,2,"1:Good thing
2:Don´t mind
3:Bad thing
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_015","E015","Future changes: Less importance placed on work",NA,2,"1:Good thing
2:Don´t mind
3:Bad thing
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_016","E016","Future changes: More emphasis on technology",NA,2,"1:Good thing
2:Don´t mind
3:Bad thing
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_017","E017","Future changes: More emphasis on individual",NA,2,"1:Good thing
2:Don´t mind
3:Bad thing
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_018","E018","Future changes: Greater respect for authority",NA,2,"1:Good thing
2:Don´t mind
3:Bad thing
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_019","E019","Future changes: More emphasis on family life",NA,2,"1:Good thing
2:Don´t mind
3:Bad thing
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_020","E020","Future changes: A simple and more natural lifestyle",NA,2,"1:Good thing
2:Don´t mind
3:Bad thing
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_021","E021","Future changes: More power to local authorities",NA,2,"1:Good thing
2:Don´t mind
3:Bad thing
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_022","E022","Opinion about scientific advances",NA,2,"1:Will help
2:Will harm
3:Some of each
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_023","E023","Interest in politics",NA,2,"1:Very interested
2:Somewhat interested
3:Not very interested
4:Not at all interested
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_024","E024","Interest in politics (ii)",NA,2,"1:Active interest
2:Interest but inactive
3:Not greater than other
4:Not at all interested
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_025","E025","Political action: signing a petition",NA,2,"1:Have done
2:Might do
3:Would never do
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_026","E025B","Political action recently done: signing a petition",NA,2,"1:Have done
2:Not done
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_027","E026","Political action: joining in boycotts",NA,2,"1:Have done
2:Might do
3:Would never do
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_028","E026B","Political action recently done: joining in boycotts",NA,2,"1:Have done
2:Not done
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_029","E027","Political action: attending lawful/peaceful demonstrations",NA,2,"1:Have done
2:Might do
3:Would never do
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_030","E028","Political action: joining unofficial strikes",NA,2,"1:Have done
2:Might do
3:Would never do
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_031","E028B","Political acition recently done: Joining strikes",NA,2,"-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
1:Have done
2:Not done
","Politics and Society"
"005_032","E029","Political action: occupying buildings or factories",NA,2,"1:Have done
2:Might do
3:Would never do
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_033","E030","Political action: damaging things, breaking windows, street violence",NA,2,"1:Have done
2:Might do
3:Would never do
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_034","E031","Political action: personal violence",NA,2,"1:Have done
2:Might do
3:Would never do
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_035","E032","Freedom or equality",NA,2,"1:Freedom above equality
2:Equality above freedom
3:Neither
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_036","E033","Self positioning in political scale",NA,2,"1:Left
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:Right
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_037","E034","Basic kinds of attitudes concerning society",NA,2,"1:Society must be radically changed
2:Society must be gradually improved by reforms
3:Society must be valiantly defended
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_038","E035","Income equality",NA,2,"1:Incomes should be made more equal
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:We need larger income differences as incentives
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_039","E036","Private vs state ownership of business",NA,2,"1:Private ownership of business should be increased
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:Government ownership of business should be increased
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_040","E037","Government responsibility",NA,2,"1:People should take more responsibility
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:The government should take more responsibility
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_041","E038","Job taking of the unemployed",NA,2,"1:Unemployed should take any job
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:Unemployed have a right to refuse a job
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_042","E039","Competition good or harmful",NA,2,"1:Competition is good
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:Competition is harmful
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_043","E040","Hard work brings success",NA,2,"1:In the long run, hard work usually brings a better life
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:Hard work doesn´t generally bring success - it´s more a matter of luck and connections
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_044","E041","Wealth accumulation",NA,2,"1:People can only get rich at the expense of others
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:Wealth can grow so there´s enough for everyone
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_045","E042","Firms and freedom",NA,2,"1:State should give more freedom to firms
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:State should control firms more effectively
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_046","E043","Responsibility pension",NA,2,"1:Individual responsibility for pension
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:State responsibility for pension
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_047","E044","Responsibility housing",NA,2,"1:Individual responsibility for housing
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:State responsibility  for housing
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_048","E045","Major changes in life",NA,2,"1:One should be cautious about major changes in life
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:One should act boldly to achieve
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_049","E046","New and old ideas",NA,2,"1:Ideas that stood test of time are generally best
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:New ideas are generally better than old ones
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_050","E047","Personal characteristics: Changes, worry or welcome possibility",NA,2,"1:I worry about difficulties changes may cause
2:2
3:3
4:4
5:5
6:6
7:7
8:8
9:9
10:I welcome possibilities that something new is beginning
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_051","E048","Personal characteristics: I usually count on being successful in everything I do",NA,2,"0:Not mentioned
1:Mentioned
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_052","E049","Personal characteristics: I enjoy convincing others of my opinion",NA,2,"0:Not mentioned
1:Mentioned
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_053","E050","Personal characteristics: I serve as a model for others",NA,2,"0:Not mentioned
1:Mentioned
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_054","E051","Personal characteristics: I am good at getting what I want",NA,2,"0:Not mentioned
1:Mentioned
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_055","E052","Personal characteristics: I own many things others envy me for",NA,2,"0:Not mentioned
1:Mentioned
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_056","E053","Personal characteristics: I like to assume responsibility",NA,2,"0:Not mentioned
1:Mentioned
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_057","E054","Personal characteristics: I am rarely unsure about how I should behave",NA,2,"0:Not mentioned
1:Mentioned
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_058","E055","Personal characteristics: I often give others advice",NA,2,"0:Not mentioned
1:Mentioned
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_059","E056","Personal characteristics: None of the above",NA,2,"0:Not mentioned
1:Mentioned
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_060","E057","The economic system needs fundamental changes",NA,2,"1:Agree completely
2:Agree somewhat
3:Neither agree nor disagree
4:Disagree somewhat
5:Disagree completely
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_061","E058","Our government should be made much more open to the public",NA,2,"1:Agree completely
2:Agree somewhat
3:Neither agree nor disagree
4:Disagree somewhat
5:Disagree completely
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_062","E059","Allow more freedom for individuals",NA,2,"1:Agree completely
2:Agree somewhat
3:Neither agree nor disagree
4:Disagree somewhat
5:Disagree completely
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_063","E060","I could do nothing about an unjust law",NA,2,"1:Agree completely
2:Agree somewhat
3:Neither agree nor disagree
4:Disagree somewhat
5:Disagree completely
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_064","E061","Political reform is moving too rapidly",NA,2,"1:Agree completely
2:Agree somewhat
3:Neither agree nor disagree
4:Disagree somewhat
5:Disagree completely
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_065","E062","Importation of goods",NA,2,"1:Import goods
2:Limit imports
3:Other answers
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_066","E063","Current society: Egalitarian vs. competitive society",NA,2,"1:First
2:Somewhat closer to first
3:Can´t say
4:Somewhat closer to second
5:Second
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_067","E064","Current society: Extensive welfare vs. low taxes",NA,2,"1:First
2:Somewhat closer to first
3:Can´t say
4:Somewhat closer to second
5:Second
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_068","E065","Current society: Regulated vs. responsible society",NA,2,"1:First
2:Somewhat closer to first
3:Can´t say
4:Somewhat closer to second
5:Second
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_069","E066","Society aimed:  egalitarian vs. competitive",NA,2,"1:First
2:Somewhat closer to first
3:Can´t say
4:Somewhat closer to second
5:Second
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_070","E067","Society aimed: extensive welfare vs. low taxes",NA,2,"1:First
2:Somewhat closer to first
3:Can´t say
4:Somewhat closer to second
5:Second
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_071","E068","Society aimed: regulated vs. responsible society",NA,2,"1:First
2:Somewhat closer to first
3:Can´t say
4:Somewhat closer to second
5:Second
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_001","E069_01","Confidence: Churches",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_002","E069_02","Confidence: Armed Forces",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_003","E069_03","Confidence: Education System",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_004","E069_04","Confidence: The Press",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_005","E069_05","Confidence: Labour Unions",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_006","E069_06","Confidence: The Police",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_007","E069_07","Confidence: Parliament",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_008","E069_08","Confidence: The Civil Services",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_009","E069_09","Confidence: Social Security System",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_010","E069_10","Confidence: Television",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_011","E069_11","Confidence: The Government",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_012","E069_12","Confidence: The Political Parties",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_013","E069_13","Confidence: Major Companies",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_014","E069_14","Confidence: The Environmental Protection Movement",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_015","E069_15","Confidence: The Women´s Movement",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_016","E069_16","Confidence: Health Care System",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_017","E069_17","Confidence: Justice System/Courts",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_018","E069_18","Confidence: The European Union",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_019","E069_19","Confidence: NATO",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_020","E069_20","Confidence: The United Nations",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_021","E069_21","Confidence: The Arab League",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_022","E069_22","Confidence: The Association of South East Asian Nations -ASEAN",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_023","E069_23","Confidence: The Organization for African Unity-OAU",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_024","E069_24","Confidence: The NAFTA",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_025","E069_25","Confidence: The Andean pact",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_026","E069_26","Confidence: The Mercosur",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_027","E069_27","Confidence: The SAARC",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_028","E069_28","Confidence: The ECO",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_029","E069_29","Confidence: The APEC",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_030","E069_30","Confidence: The Free Commerce Treaty (Tratado de libre comercio)",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_031","E069_31","Confidence: The United American States Organization (Organización de Estados Unidos Americanos - OEA)",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_032","E069_32","Confidence: The “Movimiento en pro de Vieques”(Puerto Rico)",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_033","E069_33","Confidence: Local/Regional Government",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_034","E069_34","Confidence: SADC/SADEC",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_035","E069_35","Confidence: East African Cooperation (EAC)",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_036","E069_36","Confidence: Other television",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_037","E069_37","Confidence: The Americans",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_038","E069_38","Confidence: The Presidency",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_039","E069_39","Confidence: The Civil Society Groups",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_040","E069_40","Confidence: Charitable or humanitarian organizations",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_041","E069_41","Confidence: Banks",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_042","E069_42","Confidence: CARICOM",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_043","E069_43","Confidence: CIS",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_044","E069_44","Confidence: Confidence in CER with Australia",NA,2,"-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
1:A great deal
2:Quite a lot
3:Not very much
4:None at all
","Politics and Society"
"005_072_045","E069_45","Confidence: International Monetary Found (IMF)",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_046","E069_46","Confidence: Non governmental Organizations (NGOs)",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_047","E069_47","Confidence: The American Forces",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_048","E069_48","Confidence: The non-Iraqi television",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_049","E069_49","Confidence: TV News",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_050","E069_50","Confidence: Community Organisations",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_051","E069_51","Confidence: Religious leaders",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_052","E069_52","Confidence: Evangelic Church",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don´t know
","Politics and Society"
"005_072_053","E069_54","Confidence: Universities",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don't know
","Politics and Society"
"005_072_054","E069_55","Confidence: The Organization of the Islamic World",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don't know
","Politics and Society"
"005_072_055","E069_56","Confidence: The Organization of American States (OAE)",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don't know
","Politics and Society"
"005_072_056","E069_57","Confidence: UNASUR",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don't know
","Politics and Society"
"005_072_057","E069_58","Confidence: The Arab Maghreb Union",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don't know
","Politics and Society"
"005_072_058","E069_59","Confidence: Cooperation Council for the Arab states of Gulf (GCC)",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don't know
","Politics and Society"
"005_072_059","E069_60","Confidence: Mainland government",NA,2,"1:A great deal
2:Quite a lot
3:Not very much
4:None at all
-5:Missing; Unknown
-4:Not asked in survey
-3:Not applicable
-2:No answer
-1:Don't know
","Politics and Society"
