ref_area.label,indicator.label,source.label,time,obs_value,note_indicator.label,note_source.label
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2005,64.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2006,63.4,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2007,61.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2008,61.4,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2009,61.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2010,59.8,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2011,58.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2012,58.3,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2013,57.6,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2014,57.8,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2015,56.8,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Germany,Collective bargaining coverage rate (%),DEU - ES - Establishment survey,2016,56,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Denmark,Collective bargaining coverage rate (%),DNK - ADM-REO - Records of the Danish employers' federation,2000,85,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Denmark,Collective bargaining coverage rate (%),DNK - ADM-REO - Records of the Danish employers' federation,2004,85,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Denmark,Collective bargaining coverage rate (%),DNK - ADM-REO - Records of the Danish employers' federation,2006,84,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Denmark,Collective bargaining coverage rate (%),DNK - ADM-REO - Records of the Danish employers' federation,2007,81,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Denmark,Collective bargaining coverage rate (%),DNK - ADM-REO - Records of the Danish employers' federation,2009,82,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Denmark,Collective bargaining coverage rate (%),DNK - ADM-REO - Records of the Danish employers' federation,2010,83,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Denmark,Collective bargaining coverage rate (%),DNK - ADM-REO - Records of the Danish employers' federation,2013,84,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Denmark,Collective bargaining coverage rate (%),DNK - ADM-REO - Records of the Danish employers' federation,2014,83.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Denmark,Collective bargaining coverage rate (%),DNK - ADM-REO - Records of the Danish employers' federation,2015,84,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Egypt,Collective bargaining coverage rate (%),EGY - ADM - Records of General Department of Collective Bargaining,2008,3.5,Collective bargaining coverage: Not adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2000,82.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2001,81.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2002,79,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2003,77.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2004,76.1,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2005,76,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2006,75.4,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2007,76,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2008,78.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2009,80.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2010,76.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2011,77,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2012,77,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2013,81.1,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2014,80.2,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2015,76.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Spain,Collective bargaining coverage rate (%),ESP - ADM-CA - Convenios Colectivos de Trabajo,2016,73.1,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Estonia,Collective bargaining coverage rate (%),EST - OS - Estimations based on Working Life Survey and administrative data for small firms,2001,28,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Estonia,Collective bargaining coverage rate (%),EST - OS - Estimations based on Working Life Survey and administrative data for small firms,2003,28,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Estonia,Collective bargaining coverage rate (%),EST - OS - Estimations based on Working Life Survey and administrative data for small firms,2004,28,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Estonia,Collective bargaining coverage rate (%),EST - OS - Estimations based on Working Life Survey and administrative data for small firms,2007,25,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Estonia,Collective bargaining coverage rate (%),EST - OS - Estimations based on Working Life Survey and administrative data for small firms,2009,24,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Estonia,Collective bargaining coverage rate (%),EST - OS - Estimations based on Working Life Survey and administrative data for small firms,2011,22.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Estonia,Collective bargaining coverage rate (%),EST - OS - Estimations based on Working Life Survey and administrative data for small firms,2012,23,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Estonia,Collective bargaining coverage rate (%),EST - OS - Estimations based on Working Life Survey and administrative data for small firms,2015,18.6,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Ethiopia,Collective bargaining coverage rate (%),ETH - ADM - Administrative records and related sources,2013,9.8,Collective bargaining coverage: Not adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2000,85,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2002,91,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2003,91,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2004,91,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2005,87.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2006,87.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2008,87.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2009,78.4,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2010,77.8,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2011,90,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2012,89.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2013,93,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2014,89.3,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Finland,Collective bargaining coverage rate (%),FIN - ADM - Records of the Ministry of Social Affairs and Health,2015,89.3,Collective bargaining coverage: Adjusted for the right to collective bargaining,
France,Collective bargaining coverage rate (%),"FRA - ADM - Fichiers de la Direction de l'animation de la recherche, des études et des statistiques",2004,96.1,Collective bargaining coverage: Adjusted for the right to collective bargaining,
France,Collective bargaining coverage rate (%),"FRA - ADM - Fichiers de la Direction de l'animation de la recherche, des études et des statistiques",2008,98,Collective bargaining coverage: Adjusted for the right to collective bargaining,
France,Collective bargaining coverage rate (%),"FRA - ADM - Fichiers de la Direction de l'animation de la recherche, des études et des statistiques",2009,98,Collective bargaining coverage: Adjusted for the right to collective bargaining,
France,Collective bargaining coverage rate (%),"FRA - ADM - Fichiers de la Direction de l'animation de la recherche, des études et des statistiques",2012,98,Collective bargaining coverage: Adjusted for the right to collective bargaining,
France,Collective bargaining coverage rate (%),"FRA - ADM - Fichiers de la Direction de l'animation de la recherche, des études et des statistiques",2014,98.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2000,36.4,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2001,35.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2002,35.2,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2003,35.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2004,34.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2005,34.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2006,33.3,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2007,34.6,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2008,33.6,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2009,32.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2010,30.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2011,31.2,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2012,29.3,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2013,29.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2014,27.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2015,27.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
United Kingdom,Collective bargaining coverage rate (%),GBR - LFS - Labour Force Survey,2016,26.3,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Ghana,Collective bargaining coverage rate (%),GHA - OE - Estimates based on various sources,2008,20.1,,
Ghana,Collective bargaining coverage rate (%),GHA - OE - Estimates based on various sources,2009,19.6,,
Ghana,Collective bargaining coverage rate (%),GHA - OE - Estimates based on various sources,2010,18.9,,
Ghana,Collective bargaining coverage rate (%),GHA - OE - Estimates based on various sources,2011,18.1,,
Ghana,Collective bargaining coverage rate (%),GHA - OE - Estimates based on various sources,2012,17.4,,
Ghana,Collective bargaining coverage rate (%),GHA - OE - Estimates based on various sources,2013,16.6,,
Ghana,Collective bargaining coverage rate (%),GHA - OE - Estimates based on various sources,2014,15.9,,
Ghana,Collective bargaining coverage rate (%),GHA - OE - Estimates based on various sources,2015,15.3,,
Ghana,Collective bargaining coverage rate (%),GHA - OE - Estimates based on various sources,2016,14.7,,
Greece,Collective bargaining coverage rate (%),GRC - Other - Special data collection,2006,82.2,Collective bargaining coverage: Excluding agreements negotiated by associations of persons,
Greece,Collective bargaining coverage rate (%),GRC - Other - Special data collection,2007,82.9,Collective bargaining coverage: Excluding agreements negotiated by associations of persons,
Greece,Collective bargaining coverage rate (%),GRC - Other - Special data collection,2008,83.9,Collective bargaining coverage: Excluding agreements negotiated by associations of persons,
Greece,Collective bargaining coverage rate (%),GRC - Other - Special data collection,2009,83.8,Collective bargaining coverage: Excluding agreements negotiated by associations of persons,
Greece,Collective bargaining coverage rate (%),GRC - Other - Special data collection,2010,65.1,Collective bargaining coverage: Excluding agreements negotiated by associations of persons,
Greece,Collective bargaining coverage rate (%),GRC - Other - Special data collection,2011,61.2,Collective bargaining coverage: Excluding agreements negotiated by associations of persons,
Greece,Collective bargaining coverage rate (%),GRC - Other - Special data collection,2012,51.6,Collective bargaining coverage: Excluding agreements negotiated by associations of persons,
Greece,Collective bargaining coverage rate (%),GRC - Other - Special data collection,2013,42.3,Collective bargaining coverage: Excluding agreements negotiated by associations of persons,
Greece,Collective bargaining coverage rate (%),GRC - Other - Special data collection,2014,15,Collective bargaining coverage: Excluding agreements negotiated by associations of persons,
Greece,Collective bargaining coverage rate (%),GRC - Other - Special data collection,2015,16.7,Collective bargaining coverage: Excluding agreements negotiated by associations of persons,
Greece,Collective bargaining coverage rate (%),GRC - Other - Special data collection,2016,17.8,Collective bargaining coverage: Excluding agreements negotiated by associations of persons,
Honduras,Collective bargaining coverage rate (%),HND - ADM - Reporte Anual de Trabajadores con Cobertura de la Negociación Colectiva de la Secretaría de Trabajo y Seguridad Social,2007,5.6,Collective bargaining coverage: Not adjusted for the right to collective bargaining,
Croatia,Collective bargaining coverage rate (%),HRV - OE - Trade union membership and collective bargaining coverage estimations,2013,53.6,,
Croatia,Collective bargaining coverage rate (%),HRV - OE - Trade union membership and collective bargaining coverage estimations,2014,49.2,,
Croatia,Collective bargaining coverage rate (%),HRV - OE - Trade union membership and collective bargaining coverage estimations,2015,48.2,,
Croatia,Collective bargaining coverage rate (%),HRV - OE - Trade union membership and collective bargaining coverage estimations,2016,46.7,,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2000,38.4,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2001,35.6,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2002,33.8,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2003,34.2,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2004,34.4,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2005,24.8,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2006,22.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2007,24.6,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2008,22.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2009,26.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2010,27.3,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2011,26.4,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2012,26.4,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2013,25.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Hungary,Collective bargaining coverage rate (%),HUN - ADM - Records of the Ministry of Social Affairs and Labour,2014,22.8,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Indonesia,Collective bargaining coverage rate (%),IDN - OS - Estimations based on administrative data,2003,15,Collective bargaining coverage: Not adjusted for the right to collective bargaining,
Indonesia,Collective bargaining coverage rate (%),IDN - OS - Estimations based on administrative data,2005,12.7,Collective bargaining coverage: Not adjusted for the right to collective bargaining,
Indonesia,Collective bargaining coverage rate (%),IDN - OS - Estimations based on administrative data,2008,10,Collective bargaining coverage: Not adjusted for the right to collective bargaining,
Ireland,Collective bargaining coverage rate (%),IRL - OS - Estimations based on administrative data and information from the National Economic and Social Council,2000,44.2,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Ireland,Collective bargaining coverage rate (%),IRL - OS - Estimations based on administrative data and information from the National Economic and Social Council,2001,44.2,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Ireland,Collective bargaining coverage rate (%),IRL - OS - Estimations based on administrative data and information from the National Economic and Social Council,2005,41.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Ireland,Collective bargaining coverage rate (%),IRL - OS - Estimations based on administrative data and information from the National Economic and Social Council,2009,40.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Ireland,Collective bargaining coverage rate (%),IRL - OS - Estimations based on administrative data and information from the National Economic and Social Council,2014,33.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Iceland,Collective bargaining coverage rate (%),ISL - OS - Estimations based on administrative data,2000,87,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Iceland,Collective bargaining coverage rate (%),ISL - OS - Estimations based on administrative data,2002,89,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Iceland,Collective bargaining coverage rate (%),ISL - OS - Estimations based on administrative data,2008,88,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Iceland,Collective bargaining coverage rate (%),ISL - OS - Estimations based on administrative data,2013,89,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Iceland,Collective bargaining coverage rate (%),ISL - OS - Estimations based on administrative data,2016,90,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Israel,Collective bargaining coverage rate (%),ISR - HS - Social Survey,2012,26.1,Collective bargaining coverage: Not adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2000,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2001,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2002,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2003,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2004,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2005,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2006,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2007,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2008,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2009,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2010,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2011,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2012,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2013,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2014,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Italy,Collective bargaining coverage rate (%),ITA - OS - Estimations based on administrative data and type of contracts,2015,80,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2000,21.1,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2005,19,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2006,18,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2007,17.8,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2008,17.6,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2009,17.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2010,17.6,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2011,17.8,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2012,17.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2013,17.1,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2014,16.9,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2015,16.8,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Japan,Collective bargaining coverage rate (%),JPN - OS - Estimations based on administrative data on enterprise bargaining,2016,16.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
Kazakhstan,Collective bargaining coverage rate (%),KAZ - LFS - Sample Survey of Employment,2009,61.2,,
Kazakhstan,Collective bargaining coverage rate (%),KAZ - LFS - Sample Survey of Employment,2010,64.9,,
Kazakhstan,Collective bargaining coverage rate (%),KAZ - LFS - Sample Survey of Employment,2011,65.5,,
Kazakhstan,Collective bargaining coverage rate (%),KAZ - LFS - Sample Survey of Employment,2012,74.7,,
Cambodia,Collective bargaining coverage rate (%),KHM - LFS - Labour force survey,2012,26.3,,Institutional sector coverage: Private sector only
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2000,13.3,Collective bargaining coverage: Adjusted for the right to collective bargaining,
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2001,13.4,Collective bargaining coverage: Adjusted for the right to collective bargaining,
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2002,12.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2003,12.6,Collective bargaining coverage: Adjusted for the right to collective bargaining,
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2004,12,Collective bargaining coverage: Adjusted for the right to collective bargaining,
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2005,11.6,Collective bargaining coverage: Adjusted for the right to collective bargaining,
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2006,11.7,Collective bargaining coverage: Adjusted for the right to collective bargaining,
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2007,12.3,Collective bargaining coverage: Adjusted for the right to collective bargaining,
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2008,12,Collective bargaining coverage: Adjusted for the right to collective bargaining,
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2009,11.6,Collective bargaining coverage: Adjusted for the right to collective bargaining,
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2010,11.3,Collective bargaining coverage: Adjusted for the right to collective bargaining,
"Korea, Republic of",Collective bargaining coverage rate (%),KOR - OS - Estimations based on administrative data on enterprise bargaining,2011,11.5,Collective bargaining coverage: Adjusted for the right to collective bargaining,
